Gene stable ID	Chromosome/scaffold name	Gene name	Gene type	Gene start (bp)	Gene end (bp)
ENSG00000222031	2	AC023469.1	lincRNA	151001220	151048774
ENSG00000134369	1	NAV1	protein_coding	201622885	201826969
ENSG00000164587	5	RPS14	protein_coding	150442635	150449739
ENSG00000213201	2	FABP5P10	processed_pseudogene	151186188	151186595
ENSG00000236885	2	AC018731.1	lincRNA	151114811	151186209
ENSG00000180458	19	AC022148.1	antisense	37545470	37549171
ENSG00000184898	2	RBM43	protein_coding	151247940	151261863
ENSG00000171817	19	ZNF540	protein_coding	37551406	37614179
ENSG00000251201	5	TMED7-TICAM2	protein_coding	115578642	115626161
ENSG00000229261	10	AL596223.1	antisense	69215333	69232490
ENSG00000156510	10	HKDC1	protein_coding	69220332	69267552
ENSG00000231868	1	AL031848.1	antisense	6443034	6447006
ENSG00000042286	10	AIFM2	protein_coding	70098223	70132934
ENSG00000265737	18	AP006565.1	antisense	14816151	14825249
ENSG00000180777	18	ANKRD30B	protein_coding	14728272	14852738
ENSG00000214432	15	VPS33B-DT	antisense	91022619	91036611
ENSG00000154898	17	CCDC144CP	transcribed_processed_pseudogene	20321164	20403557
ENSG00000243414	5	TICAM2	protein_coding	115578650	115602479
ENSG00000278514	15	AC068831.6	lincRNA	91022766	91023200
ENSG00000260327	16	ACTR3BP3	processed_pseudogene	32379071	32380049
ENSG00000258665	15	AC068831.3	unprocessed_pseudogene	91031712	91032435
ENSG00000013725	11	CD6	protein_coding	60971680	61020377
ENSG00000086159	12	AQP6	protein_coding	49967194	49977139
ENSG00000225681	17	AC005730.1	transcribed_processed_pseudogene	20056287	20056630
ENSG00000258542	15	AC068831.2	transcribed_processed_pseudogene	91029888	91029996
ENSG00000266839	17	AC008088.1	sense_intronic	20323058	20323337
ENSG00000179580	16	RNF151	protein_coding	1966823	1968975
ENSG00000249249	5	AC010226.1	antisense	115602057	115620659
ENSG00000214832	17	UPF3AP2	transcribed_processed_pseudogene	20375369	20376840
ENSG00000184056	15	VPS33B	protein_coding	90998416	91022603
ENSG00000203804	1	ADAMTSL4-AS1	processed_transcript	150560202	150574552
ENSG00000225014	17	KCTD9P1	transcribed_processed_pseudogene	20111824	20112990
ENSG00000101951	X	PAGE4	protein_coding	49829260	49833973
ENSG00000263494	17	AC004702.1	lincRNA	20185082	20322973
ENSG00000143384	1	MCL1	protein_coding	150574551	150579738
ENSG00000274295	8	AC131902.3	processed_pseudogene	53394215	53394795
ENSG00000230678	CHR_HSCHR6_MHC_DBB_CTG1	BRD2	protein_coding	32955787	32959446
ENSG00000253369	8	AC131902.1	lincRNA	53395211	53395946
ENSG00000254204	8	AC022034.3	lincRNA	53515170	53515905
ENSG00000237807	8	AC022034.1	lincRNA	53515171	53523931
ENSG00000254906	11	AC090707.1	antisense	20670425	20671297
ENSG00000255167	11	AC090857.2	antisense	21260061	21262570
ENSG00000183281	2	PLGLB1	protein_coding	87002559	87021852
ENSG00000011009	1	LYPLA2	protein_coding	23791145	23795539
ENSG00000106803	9	SEC61B	protein_coding	99222064	99230615
ENSG00000231748	10	AL596223.2	antisense	69265342	69268148
ENSG00000242159	3	ABCF2P1	processed_pseudogene	88317156	88319022
ENSG00000259312	15	AC087477.3	lincRNA	96438570	96444266
ENSG00000250825	15	PGAM1P12	processed_pseudogene	96441566	96442313
ENSG00000162552	1	WNT4	protein_coding	22117313	22143969
ENSG00000196381	19	ZNF781	protein_coding	37667751	37692315
ENSG00000283434	3	CSNKA2IP	protein_coding	88338413	88467562
ENSG00000161800	12	RACGAP1	protein_coding	49976923	50033136
ENSG00000230244	7	RAD23BP2	processed_pseudogene	83663419	83664625
ENSG00000283246	9	MEP1AP1	unprocessed_pseudogene	40187792	40193921
ENSG00000237781	1	AL356356.1	antisense	150548562	150557724
ENSG00000240919	8	AC022034.2	processed_pseudogene	53532908	53533704
ENSG00000285873	1	AL445253.1	bidirectional_promoter_lncRNA	22142850	22157401
ENSG00000206144	8	MAPK6P1	processed_pseudogene	53537060	53540300
ENSG00000228277	4	UMLILO	lincRNA	73710302	73714527
ENSG00000148357	9	HMCN2	protein_coding	130265882	130434123
ENSG00000234397	1	PPIAP34	processed_pseudogene	22322840	22323331
ENSG00000143382	1	ADAMTSL4	protein_coding	150549369	150560937
ENSG00000124356	2	STAMBP	protein_coding	73828916	73873659
ENSG00000235110	3	AC107421.1	processed_pseudogene	143855739	143856142
ENSG00000164626	6	KCNK5	protein_coding	39188971	39229475
ENSG00000279625	1	AL591122.1	TEC	22364630	22366482
ENSG00000242207	17	HOXB-AS4	antisense	48628675	48634932
ENSG00000180479	19	ZNF571	protein_coding	37554782	37594790
ENSG00000120068	17	HOXB8	protein_coding	48611377	48614939
ENSG00000169429	4	CXCL8	protein_coding	73740541	73743716
ENSG00000250685	16	AC009123.1	antisense	84192558	84197053
ENSG00000141867	19	BRD4	protein_coding	15235519	15332545
ENSG00000205464	5	ATP6AP1L	protein_coding	82279462	82386977
ENSG00000253854	8	AC010834.3	antisense	93719574	93721167
ENSG00000260027	17	HOXB7	protein_coding	48607227	48633572
ENSG00000253960	8	AC016885.1	lincRNA	93215925	93234878
ENSG00000231351	2	AC111200.2	processed_pseudogene	86930250	86930754
ENSG00000271971	8	AC120053.1	antisense	93715378	93716113
ENSG00000268080	8	AC016885.3	processed_pseudogene	93229659	93229916
ENSG00000213605	2	AC111200.1	processed_pseudogene	86885075	86885731
ENSG00000253722	8	AC010834.1	antisense	93733216	93734022
ENSG00000154099	16	DNAAF1	protein_coding	84145287	84178767
ENSG00000233673	2	ANAPC1P1	transcribed_unprocessed_pseudogene	86861825	86912978
ENSG00000188343	8	FAM92A	protein_coding	93698561	93731527
ENSG00000170689	17	HOXB9	protein_coding	48621156	48626358
ENSG00000188227	19	ZNF793	protein_coding	37506939	37548762
ENSG00000267417	19	AC138474.1	antisense	13013662	13014511
ENSG00000267610	19	AC007787.1	antisense	13069792	13071374
ENSG00000279044	19	AC007787.2	TEC	13081966	13082564
ENSG00000008441	19	NFIX	protein_coding	12995608	13098796
ENSG00000118990	5	GLRXP3	processed_pseudogene	161751448	161751768
ENSG00000070031	11	SCT	protein_coding	626309	627181
ENSG00000166106	11	ADAMTS15	protein_coding	130448974	130476641
ENSG00000069696	11	DRD4	protein_coding	637293	640706
ENSG00000215399	13	HMGB3P7	processed_pseudogene	101801878	101802488
ENSG00000224497	20	RPL36P4	processed_pseudogene	35544430	35544747
ENSG00000102466	13	FGF14	protein_coding	101710804	102402457
ENSG00000248393	5	AC026782.1	lincRNA	82545862	82546310
ENSG00000248870	5	AC026782.2	lincRNA	82586776	82587411
ENSG00000142920	1	AZIN2	protein_coding	33081104	33123492
ENSG00000227284	7	MARK2P10	processed_pseudogene	96858182	96859618
ENSG00000243780	15	AC092754.2	processed_pseudogene	59525422	59525881
ENSG00000242295	15	AC087477.1	processed_pseudogene	96448154	96448493
ENSG00000105048	19	TNNT1	protein_coding	55132698	55149206
ENSG00000249100	5	AC008885.2	lincRNA	82765404	82766333
ENSG00000259534	15	AC087477.4	lincRNA	96448842	96449749
ENSG00000240411	5	RPL5P16	processed_pseudogene	82777797	82778586
ENSG00000240238	15	AC092754.1	processed_pseudogene	59552615	59553093
ENSG00000242365	3	NDUFA5P5	processed_pseudogene	88601061	88601402
ENSG00000248105	5	AC008885.1	processed_pseudogene	82824884	82825184
ENSG00000259340	15	AC110588.1	processed_pseudogene	96551381	96551517
ENSG00000281327	5	LINC01338	lincRNA	82850864	82859836
ENSG00000242705	3	ICE2P2	processed_pseudogene	88948142	88950928
ENSG00000248112	5	AC108174.1	lincRNA	82919376	82921119
ENSG00000214424	15	FAM149B1P1	processed_pseudogene	96756987	96758596
ENSG00000249857	5	AC027338.2	lincRNA	82940458	82940983
ENSG00000103168	16	TAF1C	protein_coding	84177847	84187070
ENSG00000248400	5	ST13P12	processed_pseudogene	82968888	82977153
ENSG00000241861	3	GAPDHP50	processed_pseudogene	89047442	89048434
ENSG00000154511	1	DIPK1A	protein_coding	92832737	92961522
ENSG00000276012	13	AL160153.1	antisense	101717564	101723106
ENSG00000229975	13	LIPT1P1	processed_pseudogene	102002125	102003310
ENSG00000104824	19	HNRNPL	protein_coding	38836388	38852347
ENSG00000276583	CHR_HSCHR3_1_CTG3	MUC20	protein_coding	195720882	195741123
ENSG00000239921	3	LINC01471	lincRNA	127480690	127537780
ENSG00000070614	5	NDST1	protein_coding	150485818	150558211
ENSG00000236860	13	RPL39P29	processed_pseudogene	102263046	102263202
ENSG00000198542	13	ITGBL1	protein_coding	101452593	101720856
ENSG00000240562	3	AC016968.1	lincRNA	127489553	127490787
ENSG00000248943	5	AC140125.1	lincRNA	177801204	177803344
ENSG00000282975	3	LINC02034	lincRNA	127537937	127540485
ENSG00000235298	9	AL354733.3	antisense	83972233	83975777
ENSG00000270865	8	RPL12P48	processed_pseudogene	37983070	37983373
ENSG00000277602	16	AC005363.2	lincRNA	1971655	1971896
ENSG00000140299	15	BNIP2	protein_coding	59659146	59689534
ENSG00000229717	4	AC110615.1	antisense	75830751	75832705
ENSG00000235292	20	AL109838.1	lincRNA	12243895	12244296
ENSG00000230437	20	AL136460.1	lincRNA	12305613	12316485
ENSG00000235698	20	PA2G4P2	processed_pseudogene	12380056	12381255
ENSG00000267115	19	AC022148.2	lincRNA	37503906	37504465
ENSG00000269931	20	AL078623.1	lincRNA	12934877	12937097
ENSG00000286087	20	AL133331.1	lincRNA	12936262	12940902
ENSG00000234265	20	LINC01723	lincRNA	12950338	12951627
ENSG00000248893	15	FAM138E	lincRNA	101954885	101956412
ENSG00000229052	1	AL449283.1	transcribed_processed_pseudogene	92930696	92934098
ENSG00000122406	1	RPL5	protein_coding	92831983	92841924
ENSG00000233048	20	LINC01722	lincRNA	12865202	12952519
ENSG00000282953	CHR_HSCHR3_1_CTG3	MUC20-OT1	lincRNA	195658062	195739964
ENSG00000156194	4	PPEF2	protein_coding	75859864	75902571
ENSG00000163870	3	TPRA1	protein_coding	127571266	127598267
ENSG00000254333	5	NDST1-AS1	lincRNA	150475531	150485968
ENSG00000130175	19	PRKCSH	protein_coding	11435288	11450968
ENSG00000279198	19	AC008894.3	TEC	16074293	16077395
ENSG00000253281	8	AC092819.1	processed_transcript	58255771	58272119
ENSG00000166152	16	C16orf78	protein_coding	49373823	49399431
ENSG00000262543	6	SMIM28	protein_coding	138377905	138383075
ENSG00000120555	10	SEPT7P9	transcribed_unprocessed_pseudogene	38383069	38402916
ENSG00000277214	16	AC009159.2	lincRNA	79603572	79604177
ENSG00000278058	16	AC009159.3	lincRNA	79605802	79606605
ENSG00000261520	18	DLGAP1-AS5	antisense	4264602	4295405
ENSG00000259553	15	AC140725.1	lincRNA	101959848	101961408
ENSG00000275040	16	AC009159.1	lincRNA	79619469	79620110
ENSG00000172766	13	NAA16	protein_coding	41311267	41377030
ENSG00000108688	17	CCL7	protein_coding	34270221	34272242
ENSG00000218499	6	AL031003.1	processed_pseudogene	138393373	138393544
ENSG00000185596	15	WASH3P	transcribed_unprocessed_pseudogene	101961603	101976543
ENSG00000260876	16	LINC01229	lincRNA	79676108	79807922
ENSG00000177337	18	DLGAP1-AS1	antisense	3593732	3598352
ENSG00000238015	1	AC104837.2	processed_pseudogene	78666272	78666695
ENSG00000235400	1	AC104837.1	processed_pseudogene	78749073	78750659
ENSG00000258725	15	PRC1-AS1	antisense	90966345	90988624
ENSG00000262950	16	AC007861.1	lincRNA	49442910	49454078
ENSG00000263110	16	AC007861.2	lincRNA	49454229	49457269
ENSG00000233107	2	SUCLA2P2	processed_pseudogene	76106016	76107324
ENSG00000243613	1	AL513523.4	antisense	153746851	153751227
ENSG00000261623	16	LINC02179	lincRNA	49466106	49469875
ENSG00000253657	8	AC022634.1	processed_pseudogene	108572643	108573174
ENSG00000261082	16	LINC01228	lincRNA	79798050	79827150
ENSG00000228209	2	AC073091.1	processed_pseudogene	76258034	76258897
ENSG00000143554	1	SLC27A3	protein_coding	153774354	153780157
ENSG00000279378	16	AC009159.4	TEC	79675685	79677715
ENSG00000261390	16	MAFTRR	lincRNA	79715232	79770563
ENSG00000116001	2	TIA1	protein_coding	70209444	70248660
ENSG00000230013	9	AL359182.2	lincRNA	104990796	104991781
ENSG00000135540	6	NHSL1	protein_coding	138422043	138692571
ENSG00000164841	8	TMEM74	protein_coding	108606850	108787594
ENSG00000266373	18	AP002472.1	processed_pseudogene	3580169	3580754
ENSG00000172156	17	CCL11	protein_coding	34285668	34288334
ENSG00000251517	4	AC096734.1	lincRNA	42706107	42707335
ENSG00000263724	18	DLGAP1-AS3	antisense	3878180	3897069
ENSG00000253949	8	AC022634.2	lincRNA	108581062	108626767
ENSG00000162618	1	ADGRL4	protein_coding	78889764	79006730
ENSG00000253580	8	TRMT10BP1	processed_pseudogene	108652373	108653315
ENSG00000156521	10	TYSND1	protein_coding	70137981	70146700
ENSG00000253796	8	AC104248.1	antisense	108895029	109063417
ENSG00000174417	8	TRHR	protein_coding	109086621	109119584
ENSG00000129214	17	SHBG	protein_coding	7613946	7633382
ENSG00000105771	19	SMG9	protein_coding	43727983	43754962
ENSG00000234445	13	FGF14-AS1	antisense	102367539	102373666
ENSG00000198791	8	CNOT7	protein_coding	17224966	17246878
ENSG00000176054	21	RPL23P2	processed_pseudogene	28997613	28998033
ENSG00000243319	13	FGF14-IT1	sense_intronic	102292327	102394519
ENSG00000285190	5	AC018754.1	antisense	87412342	87499340
ENSG00000279702	13	AL356266.1	TEC	102299790	102300272
ENSG00000134480	5	CCNH	protein_coding	87318416	87412930
ENSG00000272143	13	FGF14-AS2	lincRNA	102394630	102395703
ENSG00000148343	9	MIGA2	protein_coding	129036621	129072082
ENSG00000230018	10	PPIAP39	processed_pseudogene	113482616	113483113
ENSG00000155100	8	OTUD6B	protein_coding	91070196	91087095
ENSG00000185664	12	PMEL	protein_coding	55954105	55973317
ENSG00000259657	15	PIGHP1	processed_pseudogene	59676757	59677321
ENSG00000237629	2	UQCRHP2	processed_pseudogene	25994794	25995081
ENSG00000140307	15	GTF2A2	protein_coding	59638062	59657541
ENSG00000268412	2	TRMT112P6	processed_pseudogene	26028208	26028612
ENSG00000140287	15	HDC	protein_coding	50241947	50265965
ENSG00000235440	2	AC011742.3	processed_pseudogene	26101317	26102136
ENSG00000084733	2	RAB10	protein_coding	26034084	26137454
ENSG00000067225	15	PKM	protein_coding	72199029	72231822
ENSG00000051620	6	HEBP2	protein_coding	138403531	138422197
ENSG00000271356	2	AC073091.2	processed_pseudogene	76260755	76261661
ENSG00000286202	2	AC068616.1	lincRNA	76691007	76692489
ENSG00000234653	2	AC079117.1	antisense	76985965	77009791
ENSG00000253668	8	AC103778.1	processed_pseudogene	53712697	53712896
ENSG00000255815	9	KRT8P11	processed_pseudogene	99305176	99306611
ENSG00000176204	2	LRRTM4	protein_coding	76747719	77593319
ENSG00000234730	21	AP001117.1	lincRNA	21566763	21615437
ENSG00000286244	2	AC073046.3	antisense	73834422	73856965
ENSG00000285529	10	AC016816.1	lincRNA	130525712	130537406
ENSG00000237527	21	AF241725.1	lincRNA	21655038	21686329
ENSG00000260866	16	AC138915.2	unprocessed_pseudogene	32388135	32436203
ENSG00000238265	21	LINC00317	lincRNA	21723293	21737319
ENSG00000234390	X	USP27X-AS1	lincRNA	49876724	49879241
ENSG00000271283	19	AC011458.2	processed_pseudogene	19699203	19699409
ENSG00000231871	1	IPO9-AS1	antisense	201688259	201829559
ENSG00000259417	15	CTXND1	protein_coding	80195481	80252213
ENSG00000271086	9	NAMA	lincRNA	99355337	99377240
ENSG00000176769	10	TCERG1L	protein_coding	131092391	131311721
ENSG00000270402	19	AC011458.1	processed_pseudogene	19708965	19710465
ENSG00000224244	17	AC073508.1	unprocessed_pseudogene	40687038	40689360
ENSG00000233222	1	AL513523.3	antisense	153750983	153752176
ENSG00000104872	19	PIH1D1	protein_coding	49446298	49453497
ENSG00000253781	8	ZNF317P1	processed_pseudogene	93646066	93647092
ENSG00000233997	21	LINC01425	lincRNA	21746973	21797415
ENSG00000279331	8	RBM12B-AS1	TEC	93740121	93740773
ENSG00000230562	2	FAM133DP	processed_pseudogene	157379724	157380414
ENSG00000225177	6	AL590617.2	antisense	138692548	138697288
ENSG00000246662	8	LINC00535	antisense	93213302	93700433
ENSG00000237599	CHR_HSCHR6_MHC_MCF_CTG1	TAP2	protein_coding	32855328	32872254
ENSG00000275155	16	AC027348.1	sense_intronic	49847018	49847632
ENSG00000102935	16	ZNF423	protein_coding	49487524	49857919
ENSG00000265096	17	C1QTNF1-AS1	antisense	79019209	79027655
ENSG00000148702	10	HABP2	protein_coding	113550837	113589602
ENSG00000215878	6	MARCKSL1P2	processed_pseudogene	138402585	138403560
ENSG00000231764	7	DLX6-AS1	antisense	96955141	97014065
ENSG00000232005	CHR_HSCHR6_MHC_MANN_CTG1	PBX2	protein_coding	32224129	32229571
ENSG00000248472	15	DDX11L9	transcribed_unprocessed_pseudogene	101976558	101979093
ENSG00000274594	6	AL391669.1	processed_pseudogene	138464099	138464383
ENSG00000183808	8	RBM12B	protein_coding	93729356	93741017
ENSG00000159784	7	FAM131B	protein_coding	143353400	143362770
ENSG00000216802	6	AL590617.1	processed_pseudogene	138650226	138650973
ENSG00000248461	5	LINC02119	lincRNA	38025617	38183932
ENSG00000215203	4	GRXCR1	protein_coding	42893267	43030658
ENSG00000214803	8	AC090921.1	lincRNA	124192671	124247398
ENSG00000173918	17	C1QTNF1	protein_coding	79022814	79049788
ENSG00000253227	8	AC090192.2	lincRNA	124271683	124277584
ENSG00000089169	12	RPH3A	protein_coding	112570380	112898881
ENSG00000276332	5	AC010338.1	processed_pseudogene	38197432	38198148
ENSG00000237586	8	AC090192.1	processed_pseudogene	124301315	124301804
ENSG00000230098	10	TCERG1L-AS1	antisense	131095218	131095777
ENSG00000140297	15	GCNT3	protein_coding	59594875	59640239
ENSG00000164983	8	TMEM65	protein_coding	124306189	124372692
ENSG00000249412	5	AC010285.1	antisense	179963615	179964419
ENSG00000006377	7	DLX6	protein_coding	97005553	97011040
ENSG00000273820	X	USP27X	protein_coding	49879948	49882565
ENSG00000113269	5	RNF130	protein_coding	179911651	180072113
ENSG00000260307	16	PABPC1P13	processed_pseudogene	32439069	32441159
ENSG00000268083	19	AC008982.1	protein_coding	38817471	38840178
ENSG00000163421	3	PROK2	protein_coding	71771655	71785206
ENSG00000220132	X	AC236430.1	processed_pseudogene	49911620	49912362
ENSG00000269688	19	AC008982.2	sense_intronic	38844729	38845499
ENSG00000183665	8	TRMT12	protein_coding	124450820	124462150
ENSG00000104823	19	ECH1	protein_coding	38815422	38831841
ENSG00000254089	8	AC016885.2	lincRNA	93259667	93297976
ENSG00000075213	7	SEMA3A	protein_coding	83955777	84492724
ENSG00000239991	3	AC092059.1	lincRNA	55166910	55175732
ENSG00000197893	10	NRAP	protein_coding	113588716	113664127
ENSG00000227075	21	AP000472.1	lincRNA	21933315	21975681
ENSG00000135541	6	AHI1	protein_coding	135283532	135497765
ENSG00000249021	5	AC008549.2	lincRNA	115691462	115692167
ENSG00000248709	5	AC008549.1	lincRNA	115738978	115756527
ENSG00000250267	8	AC021237.1	antisense	109298598	109316513
ENSG00000120526	8	NUDCD1	protein_coding	109240919	109334118
ENSG00000233215	21	LINC01687	lincRNA	22008944	22098459
ENSG00000227161	15	AC092755.1	sense_overlapping	59644298	59672302
ENSG00000128422	17	KRT17	protein_coding	41619441	41624842
ENSG00000259238	15	AC092755.2	antisense	59688517	59689418
ENSG00000249664	5	AC027338.1	lincRNA	83012285	83013109
ENSG00000234860	9	AL162394.1	lincRNA	99531696	99536924
ENSG00000251118	5	AC008549.3	processed_pseudogene	115770586	115770989
ENSG00000166763	15	STRCP1	unprocessed_pseudogene	43699488	43718184
ENSG00000237461	9	AL359710.1	lincRNA	99585786	99819889
ENSG00000223511	X	AL683807.1	lincRNA	1732584	1763212
ENSG00000281160	3	AC018358.1	antisense	42264989	42266390
ENSG00000187094	3	CCK	protein_coding	42257825	42266207
ENSG00000184856	21	LINC00308	lincRNA	22098617	22116528
ENSG00000234622	X	AL683807.2	lincRNA	1767347	1768776
ENSG00000164967	9	RPP25L	protein_coding	34610486	34612104
ENSG00000234340	21	AP000705.2	processed_pseudogene	22134698	22136083
ENSG00000198003	19	CCDC151	protein_coding	11420604	11435782
ENSG00000140955	16	ADAD2	protein_coding	84191138	84197168
ENSG00000129596	5	CDO1	protein_coding	115804733	115816659
ENSG00000233911	CHR_HSCHR6_MHC_COX_CTG1	POU5F1	protein_coding	31156880	31163254
ENSG00000099337	19	KCNK6	protein_coding	38319845	38332076
ENSG00000173013	4	CCDC96	protein_coding	7040849	7042939
ENSG00000119787	2	ATL2	protein_coding	38293954	38377285
ENSG00000245748	4	AC097382.2	antisense	7030554	7046231
ENSG00000240240	9	BX664727.3	processed_transcript	40264971	40329221
ENSG00000187904	4	AC097382.1	sense_overlapping	6995341	6998958
ENSG00000173011	4	TADA2B	protein_coding	7041899	7057952
